file;game;attempts;orig_choice;final_choice;orig_cor;fin_cor;con_mat;failed_queries;orig_cor_pred;fin_cor_pred;instr_tokens;gen_tokens;time
gemini-1.0-pro_sh_p1_1_3_0_5_25_8640.txt;sh;5;B;R;0;0;TN;0#finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).higher_guaranteed_payoff('B', 'R').finally(goal(you, 5), do(choice(you, 'B'), do(choice(them, 'R'), s0))).lower_guaranteed_payoff('R', 'B').finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'B'), s0))).lowest_individual_payoff_for_choice(3, 'B').highest_guaranteed_payoff_choice('B').:1#finally(goal(you, 5), do(choice(you, 'R'), do(choice(them, 'R'), s0))).highest_guaranteed_payoff_choice('B').:2#higher_guaranteed_payoff('B', 'R').:3#finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'B'), s0))).:4#finally(goal(you, 5), do(choice(you, 'R'), do(choice(them, 'R'), s0))).;0;0;4647;3076;245.561645030975
gemini-1.0-pro_sh_p1_1_3_0_5_26_4990.txt;sh;4;B;B;0;1;TN;0#highest_guaranteed_payoff_choice('B').:1#finally(goal(them, 3), do(choice(them, 'B'), do(choice(you, 'R'), s0))).finally(goal(them, 0), do(choice(them, 'R'), do(choice(you, 'B'), s0))).finally(goal(you, 0), do(choice(them, 'B'), do(choice(you, 'R'), s0))).:2#highest_guaranteed_payoff_choice('B').finally(goal(them, 3), do(choice(you, 'R'), do(choice(them, 'B'), s0))).;0;1;3925;3635;234.573274850845
gemini-1.0-pro_sh_p1_1_3_0_5_27_4276.txt;sh;1;R;R;1;1;TP;;1;1;938;523;46.3409948348999
gemini-1.0-pro_sh_p1_1_3_0_5_28_8311.txt;sh;4;B;B;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'R'), s0))).:1#lowest_individual_payoff_for_choice(3, 'R').:2#highest_guaranteed_payoff_choice('B').;0;1;3853;2400;195.721249103546
gemini-1.0-pro_sh_p1_1_3_0_5_29_2666.txt;sh;4;B;B;0;1;TN;0#finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'R'), s0))).highest_guaranteed_payoff_choice('B').:1#higher_guaranteed_payoff('B', 'R').lower_guaranteed_payoff('R', 'B').highest_mutual_payoff('R', 'R').highest_guaranteed_payoff_choice('B').:2#higher_guaranteed_payoff('B', 'R').highest_individual_payoff_for_choice(10, 'R').highest_guaranteed_payoff_choice('B').;0;1;3798;1528;177.040081262589
gemini-1.0-pro_sh_p1_1_3_0_5_2_1339.txt;sh;1;B;B;1;1;TP;;1;1;947;432;48.5835914611816
gemini-1.0-pro_sh_p1_1_3_0_5_3_3325.txt;sh;5;B;R;0;0;TN;0#highest_individual_payoff_for_choice(5, 'R').:1#highest_guaranteed_payoff_choice('B').finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(them, 10), do(choice(you, 'B'), do(choice(them, 'R'), s0))).:2#finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').:3#lower_guaranteed_payoff('R', 'R').:4#finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).lower_guaranteed_payoff('R', 'B').;0;0;4814;2071;231.179044246674
gemini-1.0-pro_sh_p1_1_3_0_5_4_4405.txt;sh;3;B;B;1;1;FN;0#highest_guaranteed_payoff_choice('B').:1#highest_possible_individual_payoff(10).lower_guaranteed_payoff('R', 'B').;0;1;3014;1943;157.350028991699
gemini-1.0-pro_sh_p1_1_3_0_5_5_4356.txt;sh;5;B;B;0;0;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').highest_mutual_payoff('R', 'R').highest_possible_individual_payoff(1).:1#higher_guaranteed_payoff('B', 'R').:2#highest_individual_payoff_for_choice(10, 'R').:3#higher_guaranteed_payoff('B', 'R').;0;1;5173;3093;271.561637639999
gemini-1.0-pro_sh_p1_1_3_0_5_6_2983.txt;sh;5;B;B;0;0;TN;0#highest_guaranteed_payoff_choice('B').lower_guaranteed_payoff('R', 'B').:1#highest_individual_payoff_for_choice(10, 'B').finally(goal(you, 3), do(choice(you, 'R'), do(choice(them, 'R'), s0))).:2#highest_guaranteed_payoff_choice('B').highest_individual_payoff_for_choice(1, 'R').finally(goal(them, 10), do(choice(you, 'B'), do(choice(them, 'B'), s0))).:3#finally(goal(you, 3), do(choice(you, 'R'), do(choice(them, 'R'), s0))).highest_guaranteed_payoff_choice('B').:4#highest_guaranteed_payoff_choice('B').finally(goal(you, 3), do(choice(you, 'R'), do(choice(them, 'R'), s0))).highest_possible_individual_payoff(10).;0;0;5145;3370;286.335792064667
gemini-1.0-pro_sh_p1_1_3_0_5_7_4620.txt;sh;4;B;R;0;0;TN;0#highest_mutual_payoff('R', 'R').:1#highest_individual_payoff_for_choice(1, 'R').:2#finally(goal(them, 10), do(choice(them, 'B'), do(choice(you, 'R'), s0))).finally(goal(you, 3), do(choice(you, 'R'), do(choice(them, 'R'), s0))).;0;1;4077;2369;201.253524065018
gemini-1.0-pro_sh_p1_1_3_0_5_8_6342.txt;sh;5;B;B;0;1;TN;0#finally(goal(them, 6), do(choice(you, 'R'), do(choice(them, 'R'), s0))).finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'R'), s0))).finally(goal(you, 6), do(choice(you, 'R'), do(choice(them, 'R'), s0))).:1#finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'R'), s0))).:2#highest_guaranteed_payoff_choice('B').:3#higher_guaranteed_payoff('B', 'R').finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'R'), s0))).highest_individual_payoff_for_choice(1, 'R').finally(goal(you, 1), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_individual_payoff_for_choice(3, 'B').;0;1;4644;2493;245.426542043686
gemini-1.0-pro_sh_p1_1_3_0_5_9_1046.txt;sh;5;B;B;0;0;TN;0#finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').:1#finally(goal(you, 3), do(choice(them, 'R'), do(choice(you, 'B'), s0))).:2#higher_guaranteed_payoff('B', 'R').finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'R'), s0))).:3#finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'R'), s0))).:4#highest_guaranteed_payoff_choice('B').finally(goal(you, 3), do(choice(you, 'B'), do(choice(them, 'R'), s0))).;0;0;4778;2887;239.748647451401
